Channel,Store Type,Store Name,Bill To,Store Location,Status
RETAIL,DIGITAL WALKER.SM.NORTH EDSA.RTL,GOOD,,,ACTIVE
RETAIL,BASEUS.SM.NORTH EDSA.RTL,GOOD,,,ACTIVE
RETAIL,DIGITAL WALKER.AYALA.CEBU.RTL,GOOD,,,ACTIVE
RETAIL,BASEUS.AYALA.UPTC.RTL,GOOD,,,ACTIVE
RETAIL,CLEARANCE.ROCKWELL.SANTOLAN TOWN PLAZA.SLE,GOOD,,,ACTIVE
RETAIL,CLEARANCE.WORLD TRADE CENTER.METRO MANILA.SLE,GOOD,,,ACTIVE
DEPARTMENT,MARKETING.DEP,DEPARTMENT,,,ACTIVE
DEPARTMENT,MERCHANDISING.DEP,DEPARTMENT,,,ACTIVE
DEPARTMENT,RMA.DEP,DEPARTMENT,,,ACTIVE
DEPARTMENT,WAREHOUSE.DIGITS.DEP,GOOD,,WAREHOUSE,ACTIVE
DEPARTMENT,WAREHOUSE.RMA.DEP,RMA,,WAREHOUSE,ACTIVE
